date,time,city,temperature,humidity,wind_speed,pressure,rainfall,uv_index,air_quality
2025-07-18,05:00,Delhi,29.4,67,9.4,1014.0,0.0,0,108
2025-07-18,06:00,Bangalore,32.0,79,9.6,1014.7,0.0,0,27
2025-07-18,07:00,Chennai,35.4,84,15.2,1012.5,18.2,1,63
2025-07-18,08:00,Hyderabad,40.6,65,11.7,1008.0,0.0,3,62
2025-07-18,09:00,Mumbai,40.2,79,12.7,1013.4,0.0,2,70
2025-07-18,10:00,Delhi,35.2,57,14.5,1012.1,5.1,4,116
2025-07-18,11:00,Bangalore,32.6,80,17.2,1016.6,2.3,5,47
2025-07-18,12:00,Chennai,39.7,84,13.1,1008.2,19.1,6,51
2025-07-18,13:00,Hyderabad,39.0,72,17.6,1014.3,0.0,5,56
2025-07-18,14:00,Mumbai,36.7,88,12.4,1011.8,16.9,4,35
2025-07-18,15:00,Delhi,32.8,68,16.9,1014.7,0.0,3,112
2025-07-18,16:00,Bangalore,30.3,84,10.3,1014.1,3.3,2,37
2025-07-18,17:00,Chennai,33.2,80,10.4,1018.0,0.0,0,61
2025-07-18,18:00,Hyderabad,33.5,62,10.5,1015.6,0.0,0,98
2025-07-18,19:00,Mumbai,30.7,83,8.2,1013.4,7.6,0,85
2025-07-18,20:00,Delhi,27.1,65,16.4,1012.7,0.0,0,150
2025-07-18,21:00,Bangalore,24.8,82,12.6,1017.0,0.0,0,60
2025-07-18,22:00,Chennai,32.6,89,17.5,1007.4,14.8,0,48
2025-07-18,23:00,Hyderabad,31.3,69,12.1,1015.1,0.0,0,54
2025-07-19,00:00,Mumbai,30.0,95,16.2,1017.1,0.0,0,51
2025-07-19,01:00,Delhi,26.6,61,12.6,1016.7,0.0,0,128
2025-07-19,02:00,Bangalore,29.1,78,12.1,1013.6,0.0,0,35
2025-07-19,03:00,Chennai,32.6,86,9.0,1012.6,0.0,0,42
2025-07-19,04:00,Hyderabad,33.0,74,12.6,1012.2,0.0,0,54
2025-07-19,05:00,Mumbai,34.3,80,17.0,1008.8,0.0,0,80
2025-07-19,06:00,Delhi,30.8,65,15.7,1015.2,11.3,0,132
2025-07-19,07:00,Bangalore,31.5,76,17.3,1011.6,0.0,0,20
2025-07-19,08:00,Chennai,37.8,80,16.7,1011.9,0.0,2,45
2025-07-19,09:00,Hyderabad,41.1,68,12.8,1011.8,0.0,4,64
2025-07-19,10:00,Mumbai,40.0,87,19.6,1015.5,6.3,4,65
2025-07-19,11:00,Delhi,36.8,63,17.9,1010.7,0.0,5,136
2025-07-19,12:00,Bangalore,34.9,74,12.1,1006.6,0.0,7,48
2025-07-19,13:00,Chennai,35.4,85,12.0,1009.5,1.4,5,57
2025-07-19,14:00,Hyderabad,35.5,56,12.6,1015.1,0.0,4,61
2025-07-19,15:00,Mumbai,36.9,87,15.7,1011.0,22.8,3,73
2025-07-19,16:00,Delhi,33.4,57,14.2,1011.3,0.0,2,108
2025-07-19,17:00,Bangalore,30.1,86,16.5,1015.0,16.9,0,44
2025-07-19,18:00,Chennai,33.6,86,12.4,1008.1,0.0,1,88
2025-07-19,19:00,Hyderabad,34.1,68,8.2,1008.7,0.0,0,65
2025-07-19,20:00,Mumbai,29.0,83,10.3,1012.1,0.0,0,89
2025-07-19,21:00,Delhi,28.4,63,13.0,1015.8,0.0,0,103
2025-07-19,22:00,Bangalore,25.4,86,8.0,1011.6,2.9,0,41
2025-07-19,23:00,Chennai,29.4,96,16.8,1017.7,0.0,0,45
2025-07-20,00:00,Hyderabad,29.5,73,18.3,1017.2,0.0,0,69
2025-07-20,01:00,Mumbai,32.1,92,9.1,1015.6,0.0,0,67
2025-07-20,02:00,Delhi,27.9,72,11.5,1013.5,0.0,0,114
2025-07-20,03:00,Bangalore,25.5,88,13.3,1012.7,13.6,0,47
2025-07-20,04:00,Chennai,29.5,91,12.2,1011.8,0.0,0,58
2025-07-20,05:00,Hyderabad,34.4,69,13.1,1005.2,0.0,0,70
2025-07-20,06:00,Mumbai,30.6,81,15.9,1012.4,2.9,0,44
2025-07-20,07:00,Delhi,33.2,63,13.4,1013.5,10.1,1,110
2025-07-20,08:00,Bangalore,33.6,74,14.9,1014.0,0.0,2,55
2025-07-20,09:00,Chennai,40.8,72,16.6,1008.3,0.0,3,65
2025-07-20,10:00,Hyderabad,40.2,75,15.6,1010.0,20.9,4,60
2025-07-20,11:00,Mumbai,38.8,88,15.7,1005.1,0.0,6,68
2025-07-20,12:00,Delhi,33.3,56,11.5,1008.5,0.0,6,117
2025-07-20,13:00,Bangalore,31.5,70,11.3,1013.9,0.0,6,44
2025-07-20,14:00,Chennai,39.9,73,12.4,1010.2,16.3,4,58
2025-07-20,15:00,Hyderabad,37.6,67,16.3,1006.7,0.0,3,58
2025-07-20,16:00,Mumbai,34.0,78,14.1,1007.1,0.0,2,60
2025-07-20,17:00,Delhi,26.3,71,12.9,1015.7,0.0,1,131
2025-07-20,18:00,Bangalore,29.6,66,12.3,1012.0,25.0,0,62
2025-07-20,19:00,Chennai,31.8,78,11.7,1011.2,13.9,0,77
2025-07-20,20:00,Hyderabad,32.8,74,10.6,1013.2,16.8,0,80
2025-07-20,21:00,Mumbai,30.8,97,11.0,1011.8,22.1,0,64
2025-07-20,22:00,Delhi,25.0,73,19.6,1010.5,0.0,0,146
2025-07-20,23:00,Bangalore,24.4,90,10.8,1012.3,2.1,0,25
2025-07-21,00:00,Chennai,30.2,88,15.1,1013.8,0.0,0,58
2025-07-21,01:00,Hyderabad,30.6,69,17.4,1004.9,0.0,0,68
2025-07-21,02:00,Mumbai,30.2,96,14.1,1018.6,0.0,0,52
2025-07-21,03:00,Delhi,26.6,61,14.8,1011.1,0.0,0,111
2025-07-21,04:00,Bangalore,28.4,79,11.0,1013.7,0.0,0,31
2025-07-21,05:00,Chennai,35.4,73,11.4,1014.6,0.0,0,31
2025-07-21,06:00,Hyderabad,35.7,69,15.8,1014.5,0.0,0,62
2025-07-21,07:00,Mumbai,38.9,83,14.7,1009.8,14.6,1,69
2025-07-21,08:00,Delhi,35.9,66,17.2,1012.4,0.0,2,129
2025-07-21,09:00,Bangalore,33.5,70,6.7,1013.1,0.0,3,44
2025-07-21,10:00,Chennai,40.6,83,13.0,1010.9,22.1,4,70
2025-07-21,11:00,Hyderabad,39.7,66,17.1,1008.4,0.0,4,25
2025-07-21,12:00,Mumbai,39.3,90,15.2,1014.4,15.9,6,58
2025-07-21,13:00,Delhi,34.3,63,14.5,1012.7,0.0,5,121
2025-07-21,14:00,Bangalore,30.2,73,18.7,1010.7,0.0,3,37
2025-07-21,15:00,Chennai,37.4,82,13.0,1013.4,0.0,4,32
2025-07-21,16:00,Hyderabad,37.6,59,14.1,1013.0,0.0,2,65
2025-07-21,17:00,Mumbai,38.1,84,14.3,1007.6,0.0,1,92
2025-07-21,18:00,Delhi,29.4,66,8.8,1011.2,0.0,0,161
2025-07-21,19:00,Bangalore,27.1,76,13.3,1018.5,0.0,0,57
2025-07-21,20:00,Chennai,32.9,83,11.1,1006.1,12.6,0,58
2025-07-21,21:00,Hyderabad,33.1,74,14.2,1015.5,0.0,0,59
2025-07-21,22:00,Mumbai,30.8,92,10.8,1013.4,0.0,0,72
2025-07-21,23:00,Delhi,27.5,65,18.0,1007.2,16.7,0,128
2025-07-22,00:00,Bangalore,25.5,82,11.3,1010.9,18.1,0,37
2025-07-22,01:00,Chennai,30.5,92,14.8,1016.6,9.9,0,34
2025-07-22,02:00,Hyderabad,33.5,75,15.2,1012.9,0.0,0,45
2025-07-22,03:00,Mumbai,33.3,84,13.3,1011.1,0.0,0,45
2025-07-22,04:00,Delhi,28.5,63,14.9,1021.0,0.0,0,136
2025-07-22,05:00,Bangalore,27.4,83,14.9,1010.0,0.0,0,54
2025-07-22,06:00,Chennai,36.1,76,14.4,1004.0,0.0,0,24
2025-07-22,07:00,Hyderabad,38.4,63,10.8,1011.0,0.0,1,60
2025-07-22,08:00,Mumbai,36.6,85,15.0,1007.1,24.3,2,93
2025-07-22,09:00,Delhi,33.9,59,13.4,1015.2,9.1,3,134
2025-07-22,10:00,Bangalore,33.9,71,8.4,1011.5,0.0,4,33
2025-07-22,11:00,Chennai,39.2,83,9.7,1008.7,0.0,6,47
2025-07-22,12:00,Hyderabad,40.4,58,18.1,1010.9,0.0,6,66
2025-07-22,13:00,Mumbai,37.4,88,15.4,1014.4,0.0,5,62
2025-07-22,14:00,Delhi,32.4,56,20.3,1013.6,0.0,3,112
2025-07-22,15:00,Bangalore,30.2,77,12.8,1010.6,10.3,2,37
2025-07-22,16:00,Chennai,35.6,83,18.9,1010.6,0.0,2,55
2025-07-22,17:00,Hyderabad,33.0,74,15.8,1016.3,0.0,0,59
2025-07-22,18:00,Mumbai,31.8,91,13.0,1014.7,0.0,0,84
2025-07-22,19:00,Delhi,29.7,61,12.5,1010.1,0.0,0,125
2025-07-22,20:00,Bangalore,25.6,90,13.3,1017.4,0.0,0,42
2025-07-22,21:00,Chennai,32.5,96,19.4,1016.5,0.0,0,43
2025-07-22,22:00,Hyderabad,30.5,68,8.1,1017.8,0.0,0,57
2025-07-22,23:00,Mumbai,28.7,89,15.3,1014.7,0.0,0,60
2025-07-23,00:00,Delhi,23.9,62,14.2,1016.7,0.0,0,118
2025-07-23,01:00,Bangalore,27.0,83,12.8,1016.8,0.0,0,30
2025-07-23,02:00,Chennai,30.4,85,21.5,1014.6,0.0,0,57
2025-07-23,03:00,Hyderabad,33.1,72,13.8,1015.8,0.0,0,56
2025-07-23,04:00,Mumbai,32.5,92,16.3,1012.6,11.6,0,56
2025-07-23,05:00,Delhi,31.2,65,12.6,1017.7,6.2,0,120
2025-07-23,06:00,Bangalore,31.7,73,15.7,1018.6,0.0,0,39
2025-07-23,07:00,Chennai,39.3,76,9.5,1009.6,0.0,1,54
2025-07-23,08:00,Hyderabad,42.8,66,10.9,1005.1,0.0,1,61
2025-07-23,09:00,Mumbai,37.4,85,12.5,1008.4,0.0,3,102
2025-07-23,10:00,Delhi,37.1,60,15.2,1003.5,6.3,5,150
2025-07-23,11:00,Bangalore,31.0,75,8.9,1017.0,9.2,6,59
2025-07-23,12:00,Chennai,40.2,83,14.8,1010.2,18.2,7,64
2025-07-23,13:00,Hyderabad,42.0,67,10.8,1014.8,0.0,5,51
2025-07-23,14:00,Mumbai,36.2,86,15.0,1010.1,20.6,4,64
2025-07-23,15:00,Delhi,34.7,68,17.7,1015.1,0.4,3,140
2025-07-23,16:00,Bangalore,31.8,76,12.4,1013.1,2.0,1,35
2025-07-23,17:00,Chennai,33.0,82,11.5,1016.0,0.0,0,64
2025-07-23,18:00,Hyderabad,32.3,74,16.2,1015.7,20.8,0,84
2025-07-23,19:00,Mumbai,32.5,84,10.4,1011.7,0.0,0,69
2025-07-23,20:00,Delhi,24.5,73,8.3,1013.4,0.0,0,145
2025-07-23,21:00,Bangalore,27.2,86,13.9,1016.8,16.1,0,37
2025-07-23,22:00,Chennai,28.0,94,13.5,1017.7,0.0,0,32
2025-07-23,23:00,Hyderabad,26.8,78,15.8,1015.3,0.0,0,69
2025-07-24,00:00,Mumbai,29.5,85,11.5,1006.3,0.0,0,48
2025-07-24,01:00,Delhi,23.5,73,17.2,1011.4,0.0,0,148
2025-07-24,02:00,Bangalore,27.2,83,13.3,1012.7,0.0,0,57
2025-07-24,03:00,Chennai,29.8,89,11.4,1014.4,0.0,0,28
2025-07-24,04:00,Hyderabad,33.0,75,12.9,1008.8,0.0,0,49
2025-07-24,05:00,Mumbai,36.7,81,13.1,1010.3,0.0,0,63
2025-07-24,06:00,Delhi,31.5,62,17.9,1012.8,0.0,0,119
2025-07-24,07:00,Bangalore,30.8,78,13.8,1009.4,0.0,1,26
2025-07-24,08:00,Chennai,35.4,78,15.5,1007.8,0.0,2,51
2025-07-24,09:00,Hyderabad,37.9,73,14.4,1011.1,0.0,3,71
2025-07-24,10:00,Mumbai,36.6,91,12.8,1012.6,0.0,5,87
2025-07-24,11:00,Delhi,30.9,57,17.4,1008.4,15.8,5,128
2025-07-24,12:00,Bangalore,32.5,76,16.9,1015.6,0.0,7,48
2025-07-24,13:00,Chennai,39.0,88,14.3,1008.2,16.3,5,67
2025-07-24,14:00,Hyderabad,37.8,62,14.1,1014.9,0.0,3,49
2025-07-24,15:00,Mumbai,37.6,81,12.4,1009.9,0.0,2,74
2025-07-24,16:00,Delhi,28.0,66,9.6,1011.5,0.0,2,109
2025-07-24,17:00,Bangalore,29.0,76,9.9,1009.3,0.0,1,49
2025-07-24,18:00,Chennai,32.3,78,7.9,1012.6,0.0,0,48
2025-07-24,19:00,Hyderabad,31.9,74,14.8,1018.2,0.0,0,69
2025-07-24,20:00,Mumbai,30.3,92,21.6,1009.4,9.7,0,90
2025-07-24,21:00,Delhi,22.4,73,13.9,1016.0,0.0,0,134
2025-07-24,22:00,Bangalore,24.0,88,12.7,1014.0,0.0,0,43
2025-07-24,23:00,Chennai,29.1,90,14.4,1013.6,3.5,0,54
2025-07-25,00:00,Hyderabad,29.5,74,12.3,1008.8,0.0,0,57
2025-07-25,01:00,Mumbai,28.4,95,15.9,1006.8,0.0,0,77
2025-07-25,02:00,Delhi,25.9,73,12.7,1011.9,5.3,0,126
2025-07-25,03:00,Bangalore,26.1,79,14.1,1008.6,0.0,0,21
2025-07-25,04:00,Chennai,33.3,88,16.4,1016.0,0.0,0,46
2025-07-25,05:00,Hyderabad,34.4,70,15.5,1011.3,9.5,0,34
2025-07-25,06:00,Mumbai,34.9,89,14.8,1009.9,0.0,0,35
2025-07-25,07:00,Delhi,31.9,55,11.8,1019.2,0.0,0,128
2025-07-25,08:00,Bangalore,32.1,82,12.0,1012.9,14.1,2,50
2025-07-25,09:00,Chennai,38.1,80,14.2,1013.9,15.6,2,72
2025-07-25,10:00,Hyderabad,38.4,74,8.7,1011.7,0.0,4,80
2025-07-25,11:00,Mumbai,41.9,88,12.2,1008.5,0.0,5,74
2025-07-25,12:00,Delhi,36.7,51,4.8,1006.6,0.0,6,112
2025-07-25,13:00,Bangalore,33.0,77,13.9,1013.7,16.4,5,20
2025-07-25,14:00,Chennai,37.9,84,13.5,1006.3,4.6,4,35
2025-07-25,15:00,Hyderabad,36.2,67,16.8,1013.3,8.3,3,39
2025-07-25,16:00,Mumbai,33.0,81,10.6,1013.5,19.8,2,72
2025-07-25,17:00,Delhi,30.1,76,14.6,1012.0,0.0,1,156
2025-07-25,18:00,Bangalore,27.7,87,12.7,1021.1,0.0,0,61
2025-07-25,19:00,Chennai,32.2,91,14.5,1010.1,0.0,0,56
2025-07-25,20:00,Hyderabad,28.8,75,11.9,1017.4,0.0,0,85
2025-07-25,21:00,Mumbai,29.0,88,13.4,1012.0,0.0,0,73
2025-07-25,22:00,Delhi,22.1,75,10.8,1018.0,0.0,0,130
2025-07-25,23:00,Bangalore,24.6,80,15.2,1013.1,0.0,0,38
2025-07-26,00:00,Chennai,29.9,91,16.1,1012.6,0.0,0,51
2025-07-26,01:00,Hyderabad,29.2,87,16.1,1013.1,21.9,0,67
2025-07-26,02:00,Mumbai,29.8,93,12.3,1018.9,0.0,0,69
2025-07-26,03:00,Delhi,27.0,69,7.4,1012.5,0.0,0,100
2025-07-26,04:00,Bangalore,29.2,79,17.0,1010.9,0.0,0,27
2025-07-26,05:00,Chennai,34.8,90,7.9,1017.4,0.0,0,32
2025-07-26,06:00,Hyderabad,34.2,73,15.2,1011.4,0.0,0,43
2025-07-26,07:00,Mumbai,33.3,76,13.7,1013.3,0.0,1,80
2025-07-26,08:00,Delhi,30.4,62,14.7,1016.2,4.1,1,128
2025-07-26,09:00,Bangalore,35.1,81,11.2,1015.0,0.0,4,75
2025-07-26,10:00,Chennai,43.1,75,13.5,1009.3,0.0,4,78
2025-07-26,11:00,Hyderabad,38.6,65,17.3,1011.9,0.0,5,64
2025-07-26,12:00,Mumbai,41.4,79,15.3,1008.6,24.3,7,35
2025-07-26,13:00,Delhi,32.4,52,18.0,1018.5,0.0,5,119
2025-07-26,14:00,Bangalore,30.4,87,23.0,1012.3,6.3,5,43
2025-07-26,15:00,Chennai,34.7,85,9.3,1009.2,5.9,3,42
2025-07-26,16:00,Hyderabad,36.4,65,17.7,1011.2,0.0,3,55
2025-07-26,17:00,Mumbai,35.8,80,15.0,1015.5,23.8,2,84
2025-07-26,18:00,Delhi,28.3,75,19.5,1012.7,0.0,0,134
2025-07-26,19:00,Bangalore,24.8,83,16.2,1013.6,0.0,0,35
2025-07-26,20:00,Chennai,28.6,95,10.0,1013.7,0.0,0,62
2025-07-26,21:00,Hyderabad,31.0,74,6.9,1012.8,7.0,0,56
2025-07-26,22:00,Mumbai,31.6,90,14.2,1011.8,0.0,0,80
2025-07-26,23:00,Delhi,22.4,57,15.9,1013.7,0.0,0,108
2025-07-27,00:00,Bangalore,24.9,77,9.6,1011.9,0.0,0,49
2025-07-27,01:00,Chennai,26.7,94,19.3,1010.5,0.0,0,57
2025-07-27,02:00,Hyderabad,28.6,75,11.7,1010.9,0.0,0,65
2025-07-27,03:00,Mumbai,29.6,89,10.6,1012.3,4.3,0,40
2025-07-27,04:00,Delhi,28.4,63,12.4,1012.9,0.0,0,108
2025-07-27,05:00,Bangalore,29.3,83,13.8,1017.1,4.1,0,42
2025-07-27,06:00,Chennai,36.1,89,9.8,1005.5,0.0,0,61
2025-07-27,07:00,Hyderabad,38.7,73,14.5,1011.3,0.0,0,54
2025-07-27,08:00,Mumbai,36.7,82,6.8,1010.7,0.0,3,92
2025-07-27,09:00,Delhi,33.4,56,18.3,1011.5,0.0,4,136
2025-07-27,10:00,Bangalore,32.3,76,17.0,1010.5,2.6,4,47
2025-07-27,11:00,Chennai,36.6,77,17.2,1005.8,0.0,5,29
2025-07-27,12:00,Hyderabad,40.5,74,11.7,1009.3,0.0,6,43
2025-07-27,13:00,Mumbai,37.9,81,13.4,1005.7,16.1,5,56
2025-07-27,14:00,Delhi,32.7,71,9.3,1014.8,0.0,4,114
2025-07-27,15:00,Bangalore,30.1,73,13.3,1003.0,0.0,3,37
2025-07-27,16:00,Chennai,36.3,85,16.8,1009.6,0.0,1,35
2025-07-27,17:00,Hyderabad,35.9,65,11.9,1011.7,0.0,0,72
2025-07-27,18:00,Mumbai,30.9,97,16.0,1014.7,0.0,0,80
2025-07-27,19:00,Delhi,27.7,72,19.1,1013.6,17.4,0,144
2025-07-27,20:00,Bangalore,28.1,81,14.4,1019.1,0.0,0,59
2025-07-27,21:00,Chennai,30.0,90,12.3,1015.8,0.0,0,51
2025-07-27,22:00,Hyderabad,29.2,81,13.3,1014.7,3.9,0,46
2025-07-27,23:00,Mumbai,29.2,89,17.0,1011.0,0.0,0,67
2025-07-28,00:00,Delhi,25.9,67,17.0,1015.7,0.0,0,108
2025-07-28,01:00,Bangalore,23.8,73,15.9,1013.4,0.0,0,31
2025-07-28,02:00,Chennai,33.4,82,8.4,1014.5,0.0,0,56
2025-07-28,03:00,Hyderabad,35.0,69,10.2,1010.3,0.0,0,35
2025-07-28,04:00,Mumbai,32.0,93,12.4,1012.1,0.0,0,62
2025-07-28,05:00,Delhi,30.1,69,16.9,1011.7,0.0,0,122
2025-07-28,06:00,Bangalore,30.0,77,18.5,1007.6,0.0,0,43
2025-07-28,07:00,Chennai,36.8,85,15.5,1006.6,0.0,1,61
2025-07-28,08:00,Hyderabad,37.8,70,17.2,1010.0,0.0,1,60
2025-07-28,09:00,Mumbai,38.0,82,14.1,1010.4,0.0,4,70
2025-07-28,10:00,Delhi,35.4,54,18.9,1013.3,0.0,5,124
2025-07-28,11:00,Bangalore,35.7,68,16.8,1018.2,0.0,5,43
2025-07-28,12:00,Chennai,39.0,71,11.5,1007.3,0.0,7,38
2025-07-28,13:00,Hyderabad,37.0,75,15.9,1006.5,0.0,5,57
2025-07-28,14:00,Mumbai,35.6,88,15.1,1016.5,0.0,5,63
2025-07-28,15:00,Delhi,31.1,63,13.7,1009.7,0.0,3,120
2025-07-28,16:00,Bangalore,29.9,83,12.4,1011.0,0.0,1,31
2025-07-28,17:00,Chennai,33.3,92,14.8,1011.4,0.0,0,63
2025-07-28,18:00,Hyderabad,33.9,71,13.9,1012.3,0.0,0,58
2025-07-28,19:00,Mumbai,30.8,92,17.7,1014.1,0.0,0,60
2025-07-28,20:00,Delhi,25.2,72,14.4,1021.3,0.7,0,140
2025-07-28,21:00,Bangalore,23.2,81,17.2,1017.2,8.3,0,29
2025-07-28,22:00,Chennai,25.7,98,18.4,1010.0,0.0,0,52
2025-07-28,23:00,Hyderabad,29.1,78,11.4,1015.2,0.0,0,46
2025-07-29,00:00,Mumbai,28.5,88,17.5,1016.1,22.7,0,73
2025-07-29,01:00,Delhi,24.8,70,15.8,1013.1,19.3,0,124
2025-07-29,02:00,Bangalore,24.4,83,17.3,1016.2,1.6,0,42
2025-07-29,03:00,Chennai,30.6,84,13.8,1018.7,0.0,0,38
2025-07-29,04:00,Hyderabad,32.7,63,15.0,1008.2,0.0,0,50
2025-07-29,05:00,Mumbai,30.1,89,15.3,1009.8,22.1,0,44
2025-07-29,06:00,Delhi,29.9,59,11.5,1016.2,15.1,0,132
2025-07-29,07:00,Bangalore,32.5,72,11.7,1012.9,0.0,0,48
2025-07-29,08:00,Chennai,37.9,85,18.8,1016.7,4.5,2,74
2025-07-29,09:00,Hyderabad,37.0,74,10.2,1010.3,7.0,3,69
2025-07-29,10:00,Mumbai,39.5,85,11.9,1009.6,19.5,4,84
2025-07-29,11:00,Delhi,33.3,64,14.9,1008.9,0.0,4,115
2025-07-29,12:00,Bangalore,32.3,84,19.5,1015.2,0.0,6,34
2025-07-29,13:00,Chennai,39.6,87,15.2,1015.6,0.0,5,44
2025-07-29,14:00,Hyderabad,39.8,77,16.3,1011.9,0.5,5,33
2025-07-29,15:00,Mumbai,34.0,85,12.2,1014.5,0.0,3,38
2025-07-29,16:00,Delhi,32.7,72,11.4,1011.6,0.0,2,109
2025-07-29,17:00,Bangalore,29.0,78,17.1,1015.7,0.0,1,49
2025-07-29,18:00,Chennai,31.6,84,8.6,1009.3,0.0,0,44
2025-07-29,19:00,Hyderabad,33.8,69,19.4,1014.2,0.0,0,74
2025-07-29,20:00,Mumbai,29.9,92,13.2,1014.9,0.0,0,80
2025-07-29,21:00,Delhi,22.6,68,13.9,1014.0,0.0,0,87
2025-07-29,22:00,Bangalore,23.2,81,15.2,1012.4,0.0,0,34
2025-07-29,23:00,Chennai,30.1,99,15.8,1018.9,5.6,0,37
2025-07-30,00:00,Hyderabad,29.8,72,11.3,1011.8,0.0,0,54
2025-07-30,01:00,Mumbai,29.6,93,14.1,1014.7,6.7,0,63
2025-07-30,02:00,Delhi,24.1,78,10.2,1010.5,16.1,0,126
2025-07-30,03:00,Bangalore,27.6,83,14.3,1015.7,4.7,0,49
2025-07-30,04:00,Chennai,32.6,84,18.7,1014.7,14.8,0,51
2025-07-30,05:00,Hyderabad,34.9,71,11.2,1011.6,0.0,0,44
2025-07-30,06:00,Mumbai,34.8,88,11.8,1009.8,24.7,0,40
2025-07-30,07:00,Delhi,29.2,61,13.4,1013.0,0.0,0,109
2025-07-30,08:00,Bangalore,32.6,74,17.6,1013.5,0.0,2,97
2025-07-30,09:00,Chennai,37.5,87,10.0,1011.8,24.4,3,64
2025-07-30,10:00,Hyderabad,36.1,78,12.2,1013.0,0.0,3,77
2025-07-30,11:00,Mumbai,42.1,80,12.6,1007.8,0.0,6,80
2025-07-30,12:00,Delhi,33.0,68,11.3,1011.6,19.7,6,131
2025-07-30,13:00,Bangalore,33.4,72,8.6,1009.6,22.8,6,50
2025-07-30,14:00,Chennai,37.9,76,12.3,1008.7,0.0,4,57
2025-07-30,15:00,Hyderabad,36.7,61,13.0,1011.2,0.0,3,56
2025-07-30,16:00,Mumbai,33.9,83,10.0,1007.2,0.0,2,67
2025-07-30,17:00,Delhi,27.5,76,12.6,1018.4,0.0,0,130
2025-07-30,18:00,Bangalore,28.4,77,10.2,1013.4,0.0,0,36
2025-07-30,19:00,Chennai,34.6,81,12.6,1010.4,0.0,0,37
2025-07-30,20:00,Hyderabad,28.5,82,10.8,1011.2,0.0,0,50
2025-07-30,21:00,Mumbai,30.0,87,10.9,1012.6,0.0,0,60
2025-07-30,22:00,Delhi,25.1,66,11.9,1019.3,16.4,0,98
2025-07-30,23:00,Bangalore,24.9,79,12.5,1014.1,0.0,0,44
2025-07-31,00:00,Chennai,30.3,80,11.2,1009.7,24.1,0,33
2025-07-31,01:00,Hyderabad,28.1,71,11.2,1010.5,0.0,0,70
2025-07-31,02:00,Mumbai,30.8,95,19.8,1015.7,19.1,0,67
2025-07-31,03:00,Delhi,27.2,67,16.3,1017.1,0.0,0,130
2025-07-31,04:00,Bangalore,30.7,79,19.6,1009.8,0.0,0,26
2025-07-31,05:00,Chennai,33.5,85,12.8,1011.5,0.0,0,52
2025-07-31,06:00,Hyderabad,36.6,65,12.2,1013.2,8.8,0,78
2025-07-31,07:00,Mumbai,35.9,85,18.4,1007.1,0.0,1,48
2025-07-31,08:00,Delhi,32.1,63,14.0,1015.5,0.0,2,139
2025-07-31,09:00,Bangalore,29.2,77,15.9,1015.2,0.0,3,76
2025-07-31,10:00,Chennai,37.3,78,13.6,1012.0,0.0,5,53
2025-07-31,11:00,Hyderabad,39.8,70,15.1,1006.9,11.7,5,37
2025-07-31,12:00,Mumbai,35.6,83,10.9,1012.4,0.0,7,84
2025-07-31,13:00,Delhi,32.3,69,15.4,1009.6,0.0,5,134
2025-07-31,14:00,Bangalore,30.7,78,11.6,1011.8,5.2,3,53
2025-07-31,15:00,Chennai,37.5,86,14.2,1006.9,17.5,2,43
2025-07-31,16:00,Hyderabad,35.6,70,11.2,1010.6,0.0,1,53
2025-07-31,17:00,Mumbai,32.7,89,15.8,1014.9,7.3,1,54
2025-07-31,18:00,Delhi,27.7,69,20.2,1013.0,0.0,0,151
2025-07-31,19:00,Bangalore,26.9,89,17.5,1017.3,0.0,0,53
2025-07-31,20:00,Chennai,27.7,87,14.3,1013.6,8.4,0,40
2025-07-31,21:00,Hyderabad,30.1,75,10.8,1013.0,15.4,0,57
2025-07-31,22:00,Mumbai,27.7,97,16.5,1007.0,21.4,0,61
2025-07-31,23:00,Delhi,26.8,65,15.5,1012.1,16.7,0,118
2025-08-01,00:00,Bangalore,25.0,84,12.4,1017.8,0.0,0,45
2025-08-01,01:00,Chennai,30.3,92,12.6,1013.3,11.4,0,63
2025-08-01,02:00,Hyderabad,28.5,76,9.5,1011.7,0.0,0,47
2025-08-01,03:00,Mumbai,29.3,85,9.2,1011.3,18.0,0,77
2025-08-01,04:00,Delhi,30.0,65,14.9,1014.6,0.0,0,133
2025-08-01,05:00,Bangalore,28.4,80,10.3,1012.1,0.0,0,37
2025-08-01,06:00,Chennai,35.5,82,13.2,1012.3,20.7,0,62
2025-08-01,07:00,Hyderabad,37.5,73,20.1,1012.0,0.0,0,60
2025-08-01,08:00,Mumbai,37.8,84,17.1,1012.0,0.0,2,109
2025-08-01,09:00,Delhi,34.6,53,9.7,1012.7,0.0,2,157
2025-08-01,10:00,Bangalore,31.9,80,10.9,1012.2,16.5,5,80
2025-08-01,11:00,Chennai,39.3,71,9.8,1011.6,15.9,5,48
2025-08-01,12:00,Hyderabad,39.4,81,10.1,1009.7,0.0,7,66
2025-08-01,13:00,Mumbai,38.9,75,12.4,1013.0,0.0,5,72
2025-08-01,14:00,Delhi,34.7,57,12.8,1013.6,0.0,5,127
2025-08-01,15:00,Bangalore,28.6,77,11.6,1014.2,22.5,3,30
2025-08-01,16:00,Chennai,35.0,81,15.2,1013.2,17.6,2,57
2025-08-01,17:00,Hyderabad,31.6,76,9.9,1014.1,0.0,1,76
2025-08-01,18:00,Mumbai,30.7,86,10.1,1010.4,0.0,0,77
